id,codes,confidence
fff16a28-495a-4371-a8f5-67b2ae00b41e,"['C78.00', 'C79.9']",0.54
fff0f9bd-5b3f-48d4-91a3-936f36552054,"['70551', '70552', '70553']",0.54
fff073d1-969f-4e28-9b84-216f6b2ac4e9,"['E11.9', 'E10.9', 'C78.00', 'C79.9']",0.48
fff069ef-f250-4abd-8c43-0f1c351a8631,"['70551', '70552', '70553', '76700', '76705', '76706', '88305', '88307', '88309', '10021', '10040', '10060', 'C78.00', 'C79.9']",0.48
fff01dfc-b811-4938-a1aa-f1a39d21550f,"['E11.9', 'E10.9']",0.6
ffefd207-84e7-4270-a91c-6c069b8affe2,"['C78.00', 'C79.9']",0.54
ffef83b6-bbe3-49da-a3ef-f9feb2ce0508,[],0.0
ffee784b-5778-4697-b9af-e4a81a24d072,[],0.0
ffee5af4-b88e-476a-ade3-96dc66120d94,"['10021', '10040', '10060', 'E11.9', 'E10.9', 'C78.00', 'C79.9']",0.48
ffecd3f4-fe55-4d11-88a7-18c835925351,[],0.0
ffec4761-b0b9-4ea1-b2bd-f573858fb9a2,"['10021', '10040', '10060', 'C78.00', 'C79.9']",0.48
ffec2746-d9fe-4b83-9415-bc38e459caee,"['70551', '70552', '70553']",0.54
ffeb9c82-905f-4fff-9138-45349373f950,"['88305', '88307', '88309', 'C78.00', 'C79.9']",0.54
ffeb6a05-78a6-4db6-9379-0e2f4099fdfd,"['C78.00', 'C79.9']",0.48
ffeb0ba6-6043-4938-b563-41b6b6dc8c2e,[],0.0
ffeb09ae-4c60-475e-a0c5-80a69d561021,"['88305', '88307', '88309', '10021', '10040', '10060', 'C78.00', 'C79.9']",0.5399999999999999
ffead787-cb35-4536-8189-84ae6365a40b,"['10021', '10040', '10060']",0.48
ffea1943-90c2-46a4-9230-bd306226fc46,"['J18.9', 'J15.9']",0.48
ffe8f6c2-d221-4e6a-aa88-b90ea77b5c10,"['10021', '10040', '10060', 'C78.00', 'C79.9']",0.48
ffe7c650-80dd-4d1e-8731-31a4b8e89cd3,"['70551', '70552', '70553', '76700', '76705', '76706', '10021', '10040', '10060']",0.6599999999999999
ffe7c498-1306-487b-a654-dd82fc4a88a6,"['10021', '10040', '10060', 'C78.00', 'C79.9']",0.48
ffe7bf7f-2fb2-4f40-83ee-e9fd3a86c965,[],0.0
ffe74b1a-ff3e-4da5-b8f4-559ee59e70d0,[],0.0
ffe73ab8-71a0-4b60-ac9a-3a1bfb3f4fb8,[],0.0
ffe604c6-4a1a-4571-b3ea-e635c46aa6f4,"['10021', '10040', '10060', 'I10', 'I11.9', 'C78.00', 'C79.9']",0.66
ffe5f1b3-5ccf-4dae-ba55-6e5e5b217757,"['C78.00', 'C79.9']",0.54
ffe59cbf-12f0-49e8-a733-fbd7efc24fa6,[],0.0
ffe4c57d-d2b4-46b4-b9ca-33d9aafa44cc,"['C78.00', 'C79.9']",0.54
ffe4386a-7469-412f-b11e-95b337f83046,[],0.0
ffe3c8b7-efb5-486d-9056-46c415767e90,"['10021', '10040', '10060']",0.48
ffe38c2e-0971-4bf4-abc3-720a0129fb0e,[],0.0
ffe378ae-424f-435d-8a74-0e40dee173d4,"['C78.00', 'C79.9']",0.48
ffe33dbd-df95-414b-93be-4c9a2cb9f2f1,[],0.0
ffe2f84c-4200-45f7-8692-9720442e4585,[],0.0
ffe256ad-ba41-4f72-ab69-1c2dbcd0a4d1,[],0.0
ffe25209-a89a-4859-8edc-90d0dcb65efa,[],0.0
ffe2481e-07fd-47d2-9c5a-559065d21bec,"['70551', '70552', '70553']",0.6
ffe1ce5e-6a35-448c-b935-3f811ea5f9fb,[],0.0
ffe1a08d-48bc-4182-9b39-3602a22877f6,"['88305', '88307', '88309', '10021', '10040', '10060', 'E11.9', 'E10.9', 'C78.00', 'C79.9']",0.5399999999999999
ffe13565-db8e-4766-bb91-046839dc2830,[],0.0
ffe11792-6b4f-4da3-b338-2a4da8bfe8c2,"['C78.00', 'C79.9']",0.6
ffe042d9-1bd6-49bc-a181-5e174d3b465d,"['E11.9', 'E10.9']",0.48
ffdfa483-cfb1-4b0e-869d-6bfd33d69335,[],0.0
ffdfa086-9a2f-4453-821d-bb631664c6f2,[],0.0
ffdf9543-d44f-428b-a1dc-3748f18570b1,[],0.0
ffdeea14-9cf9-43be-8d4f-00fbcd1c3aba,"['10021', '10040', '10060', 'C78.00', 'C79.9']",0.6
ffdebd90-438d-40a6-b926-164b38b6a694,"['88305', '88307', '88309', '10021', '10040', '10060', 'C78.00', 'C79.9']",0.48
ffde13cd-1fd4-43a2-8c97-578b36b80767,"['70551', '70552', '70553', '76700', '76705', '76706', '88305', '88307', '88309', '10021', '10040', '10060', 'C78.00', 'C79.9']",0.5999999999999999
ffdddf60-0536-4a5c-a4fe-5558d6a2e674,"['76700', '76705', '76706', 'E11.9', 'E10.9']",0.48
ffdd8f5e-4668-42f0-a3a0-8559dfc4e3f0,[],0.0
ffdcc16e-0673-44bb-8ded-9f8ed1137486,"['C78.00', 'C79.9']",0.48
ffdc6676-6407-4db6-9221-1d69ba7fa44e,"['10021', '10040', '10060']",0.6
ffdc3695-82ee-469c-9d88-7e408782fa8f,[],0.0
ffdc1e54-7f3d-49a6-8aee-063bfbf5b8a3,"['I10', 'I11.9']",0.6
ffdbf4b4-d9d2-4a34-84b4-865de7631b0f,"['10021', '10040', '10060', 'C78.00', 'C79.9']",0.54
ffdaf930-4cf5-442c-a57b-fcb4fa187f37,"['76700', '76705', '76706', 'C78.00', 'C79.9']",0.48
ffd9d02f-a04c-4abf-9448-6bb8545ff13d,"['76700', '76705', '76706', '88305', '88307', '88309', 'C78.00', 'C79.9']",0.5399999999999999
ffd96ac7-2996-46db-a825-b38e97965ae8,"['I10', 'I11.9']",0.54
ffd9648d-8be8-437e-ae20-9ee332dc4033,"['I10', 'I11.9']",0.48
ffd903f7-e02e-4c76-97a0-1f352a4c9e34,"['10021', '10040', '10060', 'C78.00', 'C79.9']",0.66
ffd8a7e4-b34f-4c9f-8f37-64f3ceccc328,"['10021', '10040', '10060']",0.48
ffd7d002-6f52-405c-8b5f-3cdc028057ef,"['10021', '10040', '10060']",0.6
ffd7a084-7047-4b64-b365-13797f5eac3e,"['76700', '76705', '76706', '10021', '10040', '10060', 'C78.00', 'C79.9']",0.5399999999999999
ffd78fb4-e52f-4e22-9ba8-4be7540f3692,"['10021', '10040', '10060']",0.48
ffd75b4b-411d-4341-bfc3-7a8659ce5958,"['10021', '10040', '10060']",0.48
ffd73d69-556a-45aa-8546-c9bfa6449b73,"['70551', '70552', '70553', '70450', '70460', '70470', '76700', '76705', '76706', '88305', '88307', '88309', '10021', '10040', '10060', 'I10', 'I11.9', 'C78.00', 'C79.9']",0.48
ffd6dce6-0873-4ecf-b986-3c1eba63c88f,[],0.0
ffd53e54-0c76-49f6-be1c-7ba7da5906d8,[],0.0
ffd52c77-713c-4a9b-858a-fd9024015830,"['10021', '10040', '10060']",0.54
ffd51e7c-8fda-472a-be93-aaf35805cd32,"['10021', '10040', '10060', 'C78.00', 'C79.9']",0.54
ffd4b320-420b-433e-b0bd-1beeef10ad97,[],0.0
ffd36188-d04d-4b55-a89c-dc25bc8a4b08,"['C78.00', 'C79.9']",0.48
ffd2daf8-245d-47bb-adff-7b2695714e26,"['10021', '10040', '10060']",0.48
ffd1de11-47bb-4d69-a9a8-92492c0c39cb,"['76700', '76705', '76706']",0.66
ffd1b366-0495-415a-b6d8-9c41ee28b7a4,"['I10', 'I11.9']",0.48
ffd17df7-8e98-4a0e-9161-36e31d0ab6ce,"['76700', '76705', '76706', '10021', '10040', '10060']",0.5399999999999999
ffd128f1-7ea7-4134-afaf-a5b23441c1f0,[],0.0
ffd10de6-f0e2-4f9e-ba57-aa9d1e593627,"['10021', '10040', '10060']",0.54
ffd0a6d0-c8ae-4bd6-b880-5e44652e811b,[],0.0
ffcfcb93-67e1-4036-942d-fa07ec8ff260,"['70551', '70552', '70553', '10021', '10040', '10060']",0.6599999999999999
ffcfc4a7-9586-487f-b8a0-960c81dbb162,"['C78.00', 'C79.9']",0.48
ffcf6f35-8326-4861-90a6-a057cfae167b,[],0.0
ffcf4c54-1982-446f-9fbc-7184ddd0b8f5,[],0.0
ffcdd93e-807a-476d-ae31-e38b9e4254da,"['88305', '88307', '88309', 'I10', 'I11.9']",0.54
ffcdb041-7c69-4340-87d4-c8fc7e2540e5,"['88305', '88307', '88309', '10021', '10040', '10060', 'E11.9', 'E10.9', 'I10', 'I11.9', 'C78.00', 'C79.9', 'J18.9', 'J15.9']",0.48
ffcda8e9-79fe-417f-acbd-8b9095248a5b,[],0.0
ffcd42f7-5de2-462f-bac5-0ce2b9a88d67,[],0.0
ffcc9f81-93a4-4dc5-ac5c-d1b1a236a1a9,"['10021', '10040', '10060']",0.48
ffcc7353-fc6a-496e-b6fd-7cade8ea9e5f,"['C78.00', 'C79.9']",0.48
ffcc620f-48fa-4e16-931b-53167dae2e52,"['10021', '10040', '10060']",0.54
ffcbdd5f-c976-4abc-8add-caa7c4769abd,[],0.0
ffcb7fb1-3d23-41ca-b12d-761992ff1a29,"['88305', '88307', '88309', 'C78.00', 'C79.9']",0.48
ffcb5cbd-9a4e-475c-8473-3f8e5691d9e2,[],0.0
ffcb56ec-0561-4071-826a-a6cf7dc1b614,[],0.0
ffca7be3-1013-4f4c-883b-adccf234a29e,"['E11.9', 'E10.9']",0.48
ffca32d4-30ed-466a-a00c-a6868a288be1,"['10021', '10040', '10060', 'I10', 'I11.9', 'C78.00', 'C79.9']",0.54
ffc91531-f7e7-4ab7-8471-19353ca413cd,[],0.0
ffc84a9a-5f04-4bae-956f-05a239f822f8,"['10021', '10040', '10060', 'I10', 'I11.9']",0.54
ffc84a09-a22e-4448-b410-a0998f609a93,"['C78.00', 'C79.9']",0.48
ffc84511-975d-4d72-902a-72a1a94283a2,[],0.0
ffc7b618-9731-4039-9abc-328cebfe865f,"['C78.00', 'C79.9']",0.48
ffc795d3-6dc9-44cf-a9ba-35ad0f06fbfe,[],0.0
ffc65bfb-9aa9-4666-adec-16357d0df396,"['76700', '76705', '76706', '10021', '10040', '10060']",0.48
ffc61e66-b67d-41c2-8672-56b67122befe,"['70551', '70552', '70553', '10021', '10040', '10060']",0.5999999999999999
ffc61de4-a782-4e20-a774-b9921c9d0a5f,"['10021', '10040', '10060']",0.54
ffc5aadb-390c-4598-9267-00c3541d5b7e,"['E11.9', 'E10.9', 'I10', 'I11.9', 'C78.00', 'C79.9']",0.48
ffc5426b-2570-433c-a4a3-3d13f5a94939,"['70551', '70552', '70553']",0.6
ffc53e76-fd39-4865-8478-e84735c5718d,[],0.0
ffc46b2c-c489-4760-99d9-06d091a138e5,"['88305', '88307', '88309']",0.48
ffc42dcc-2ec3-4958-b64f-db43e23286ad,[],0.0
ffc410f7-b076-4209-b0d4-d38dce6b5233,[],0.0
ffc3f723-2eb5-4e25-ba67-1d6cf42febc4,[],0.0
ffc3a503-db15-4643-bce7-ce0138446761,"['10021', '10040', '10060']",0.48
ffc39d45-6954-4ce2-b9b8-e33275323608,"['70551', '70552', '70553', '10021', '10040', '10060', 'E11.9', 'E10.9', 'C78.00', 'C79.9', 'J18.9', 'J15.9']",0.5999999999999999
ffc38b1a-f082-4198-9ea8-0b6c11cedb05,[],0.0
ffc37db1-67e5-44f7-acc6-9e4a0654745b,[],0.0
ffc3693f-4f00-44df-9d71-99ae529c292b,"['10021', '10040', '10060']",0.54
ffc31034-21de-4c4b-99e6-a709f0a01c9f,[],0.0
ffc2761f-978c-45a0-9445-ee658cdff571,"['76700', '76705', '76706', '10021', '10040', '10060', 'I10', 'I11.9']",0.5399999999999999
ffc26b84-79c3-4dcd-afad-b2bcf3f58a6b,"['E11.9', 'E10.9', 'C78.00', 'C79.9']",0.48
ffc259cd-54a2-408b-9256-83745998115e,"['70551', '70552', '70553', '76700', '76705', '76706', '10021', '10040', '10060']",0.48000000000000004
ffc1e9e5-173c-4576-a7aa-62f1bb053282,"['10021', '10040', '10060', 'I10', 'I11.9']",0.48
ffc1a96e-0034-4e8a-a6c9-4c93786b5eb3,"['10021', '10040', '10060']",0.54
ffc0db1e-e42b-4627-89b7-a79b7b20174f,"['10021', '10040', '10060', 'E11.9', 'E10.9', 'C78.00', 'C79.9']",0.48
ffc0d355-79ff-4dfd-b9a0-13a4e10c5ee6,"['10021', '10040', '10060', 'C78.00', 'C79.9']",0.48
ffbffae3-9427-447f-96c9-c1867b794430,"['10021', '10040', '10060']",0.54
ffbe8dc5-d66b-40cf-9c01-1e12af87cf2c,"['70551', '70552', '70553']",0.6
ffbe8c1a-0dcb-454c-af5f-498ad6fa26f9,[],0.0
ffbcae15-7ec9-40a6-89ca-df624ba1507a,[],0.0
ffbca5f9-84d0-4611-a510-6afae6833a5b,"['10021', '10040', '10060']",0.6
ffbbdf04-8c82-4769-8fa5-ac45ad5a7557,"['70551', '70552', '70553', '88305', '88307', '88309', '10021', '10040', '10060']",0.5399999999999999
ffbb81be-bc22-4e4d-9c36-062c3f6993f8,[],0.0
ffbb57e0-449c-40da-b964-8b8b4fb94ce7,[],0.0
ffbb5634-df44-48ca-91d8-fe8551352ee4,[],0.0
ffbb2aee-f846-4e44-a070-40f8623519c1,"['70551', '70552', '70553', '10021', '10040', '10060', 'C78.00', 'C79.9']",0.5399999999999999
ffba9f16-9e8c-4c8a-ad28-a5def093b7f1,"['10021', '10040', '10060', 'E11.9', 'E10.9']",0.48
ffba90ab-379b-4168-b476-ea70d631b94a,"['C78.00', 'C79.9']",0.6
ffb9c318-d097-4f99-895b-c723e55261a2,[],0.0
ffb9b3a4-2ae5-4d41-b76d-1aa8afd34fd7,"['C78.00', 'C79.9']",0.48
ffb96643-ef09-4db7-b75f-c9d8609bc06e,"['10021', '10040', '10060', 'C78.00', 'C79.9']",0.54
ffb94e0f-de72-4767-bde2-f4dcc91f7fb9,"['J18.9', 'J15.9']",0.54
ffb949a8-6a4a-45fe-9bcb-0d5acfe76082,"['70551', '70552', '70553']",0.54
ffb9161b-46c4-4494-b4a9-3f011f5e3998,"['C78.00', 'C79.9']",0.48
ffb84c8f-a121-4645-8155-d44c6aa212b8,"['10021', '10040', '10060']",0.54
ffb7e60e-7dcd-4d77-a9b7-5143b96a8254,"['70551', '70552', '70553']",0.48
ffb7cb7f-2478-4561-8c1c-47514e710be7,[],0.0
ffb78719-198f-48cf-ba6a-1d0d19c04d91,[],0.0
ffb6eff8-c1f9-4748-bd9e-c0a390c79884,[],0.0
ffb6ed80-e0b1-4e39-b316-cc22c79d7af0,[],0.0
ffb6aed0-40c5-4847-8b3c-09f5c8fe3da4,"['10021', '10040', '10060', 'C78.00', 'C79.9']",0.48
ffb6a234-c790-4717-91da-e6aba0bed3ee,"['76700', '76705', '76706', '10021', '10040', '10060', 'C78.00', 'C79.9']",0.5399999999999999
ffb5f897-14cf-4959-9a2d-4827bcd2d953,[],0.0
ffb5bfb6-6359-4c31-b70b-933df8f3ba3c,"['70551', '70552', '70553', 'I10', 'I11.9', 'C78.00', 'C79.9', 'J18.9', 'J15.9']",0.48000000000000004
ffb4aa53-ca55-4ec5-8a7d-bc35a0ea14d1,"['E11.9', 'E10.9', 'C78.00', 'C79.9', 'J18.9', 'J15.9']",0.48
ffb488d7-c81e-411a-a0f2-a98be6167efe,"['88305', '88307', '88309', '10021', '10040', '10060']",0.5399999999999999
ffb2b55c-e033-46a4-b422-8f68c1eb55f9,"['70551', '70552', '70553', 'C78.00', 'C79.9']",0.54
ffb2b497-306c-4618-8489-04b3c6922920,"['I10', 'I11.9']",0.54
ffb15ca5-e521-4caa-8c69-4698e6966210,[],0.0
ffb1578f-448a-4912-9021-e7ab0ae217c0,[],0.0
ffb13eb2-65cc-4bcc-95d5-d51b5df48555,"['76700', '76705', '76706']",0.48
ffaf2f1c-cce2-438b-bd1c-39c008c32cd0,"['70551', '70552', '70553', '70450', '70460', '70470', '76700', '76705', '76706', '10021', '10040', '10060']",0.48
ffaecea1-44ee-43b7-85f8-c2354a4f199c,[],0.0
ffaec514-4814-44b3-8384-18868aba760d,"['C78.00', 'C79.9']",0.54
ffae92a0-b18d-4472-b4cb-a57e9960acf3,"['70551', '70552', '70553']",0.6
ffadf944-d09c-4260-badc-e289986cba7a,[],0.0
ffadf201-e7e6-476d-b13f-3e547d680442,"['10021', '10040', '10060']",0.6
ffadb1c3-4801-42cd-a9c5-a2fed7f2ceaf,[],0.0
ffad934c-a9af-40be-8854-777716b5b01a,"['10021', '10040', '10060']",0.6
